Títulos,Precios,M2,Planta,Baños,Habitaciones,Calefacción,AireAC,Ascensor,Enlace
Apartamento de 43 m² con ascensor en Dulce Chacón/ Hortaleza ,256.500 €,43 m²,6ª Planta,1 baño,1 hab.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-piscina/164450825/d?from=list
Obra Nueva Piso en Avenida Carabanchel Alto/ 21/ Carabanchel ,423.000 €,116 m²,1ª Planta,2 baños,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/19593058/156417236?from=list
Piso de 292 m² con terraza en Paseo de la Castellana/ Tetuán ,1.500.000 €,292 m²,2ª Planta,6 baños,5 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-parking/164860592/d?from=list
Piso de 105 m² con terraza en Plaza de Bami/ Ciudad Lineal ,259.000 €,105 m²,1ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/164234467/d?from=list
Piso de 134 m² con terraza en Iglesia/ Carabanchel ,397.400 €,134 m²,5ª Planta,2 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/165487516/d?from=list
Piso de 55 m² con ascensor en Tuy/ Fuencarral - El Pardo ,220.000 €,55 m²,2ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/165576274/d?from=list
Piso de 117 m² con ascensor en Ibiza/ Retiro ,685.000 €,117 m²,3ª Planta,2 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/165323920/d?from=list
Obra Nueva Piso en Calle San Cipriano/ 31/ Vicálvaro ,225.000 €,61 m²,4ª Planta,1 baño,1 hab.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/19800779/162802841?from=list
Estudio de 31 m² con 1 baño en Del Amparo/ Centro ,149.900 €,31 m²,3ª Planta,1 baño,1 hab.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/amueblado/165579261/d?from=list
Piso de 180 m² con ascensor en Chamberí ,700.000 €,180 m²,7ª Planta,2 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-amueblado/165097050/d?from=list
Piso de 69 m² con ascensor en Avenida de Nuestra Señora de Fátima/ Carabanchel ,159.000 €,69 m²,2ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/165543560/d?from=list
Piso de 106 m² con terraza en Paseo Zurrón/ Barajas ,370.000 €,106 m²,1ª Planta,2 baños,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza-trastero-zona-comunitaria-ascensor-parking-piscina/164893307/d?from=list
Piso de 80 m² con terraza en Avenida del Marqués de Corbera/ Ciudad Lineal ,240.000 €,80 m²,1ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor/165103978/d?from=list
Piso de 131 m² con balcón en Calle del Rosario/ Centro ,599.000 €,131 m²,3ª Planta,2 baños,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-parking/163329868/d?from=list
Ático de 326 m² con ascensor en Paseo San Francisco de Sales/ Chamberí ,1.400.000 €,326 m²,10ª Planta,3 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/165310526/d?from=list
Piso de 131 m² con terraza en Calle de Bravo Murillo/ Tetuán ,499.000 €,131 m²,6ª Planta,2 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/165015019/d?from=list
Piso en Calle Parque Eugenia de Montijo/ Carabanchel ,285.000 €,92 m²,3ª Planta,2 baños,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-zona-comunitaria-ascensor-parking-piscina/164953997/d?from=list
Piso de 87 m² con terraza en Calle de Picos de Europa/ Puente de Vallecas ,220.000 €,87 m²,2ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/164969027/d?from=list
Piso de 126 m² con balcón en Paseo de Santa María de la Cabeza/ Arganzuela ,485.000 €,126 m²,4ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-amueblado-television-no-amueblado/164500311/d?from=list
Ático de 138 m² con terraza en Calle de Coslada/ Barrio de Salamanca ,530.000 €,138 m²,6ª Planta,2 baños,1 hab.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/164678054/d?from=list
Piso de 50 m² con ascensor en Travesía de las Pozas/ Centro ,350.000 €,50 m²,5ª Planta,1 baño,1 hab.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/159020077/d?from=list
Piso de 56 m² con ascensor en Via Lusitana/ Carabanchel ,139.000 €,56 m²,Sin información,1 baño,2 habs.,Sin calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/165267214/d?from=list
Piso de 80 m² con terraza en Puente de Vallecas ,147.000 €,80 m²,2ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor-no-amueblado/165341934/d?from=list
Casa adosada en Isla de Alegranza/ 1/ Moncloa - Aravaca ,1.090.000 €,339 m²,Sin información,4 baños,5 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina/163830538/d?from=list
Piso de 77 m² con ascensor en San Blas ,218.000 €,77 m²,2ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor/165558049/d?from=list
Apartamento de 40 m² con aire acondicionado en Carlos Arniches/ Centro ,153.000 €,40 m²,4ª Planta,1 baño,Sin información,Sin calefacción,Aire acondicionado,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/165143636/d?from=list
Sin título,Sin información,Sin información,Sin información,Sin información,Sin información,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.eshttps://ad.doubleclick.net/ddm/trackclk/N1086710.3511184DAN_ES_SCHIBSTED/B23729774.348220412;dc_trk_aid=539949235;dc_trk_cid=116933525;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=
Ático de 109 m² con terraza en Ciudad de Barcelona/ Retiro ,540.000 €,109 m²,7ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor/165454924/d?from=list
Piso de 95 m² con terraza en Calle del Otero/ Barrio de Salamanca ,375.000 €,95 m²,1ª Planta,2 baños,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza/164712411/d?from=list
Piso de 189 m² con terraza en Orense/ Tetuán ,799.000 €,189 m²,5ª Planta,2 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-ascensor/165449728/d?from=list
Ático de 100 m² con terraza en Calle de Santurce/ Ciudad Lineal ,525.000 €,100 m²,5ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-ascensor-amueblado/165277334/d?from=list
Piso en Calle del Olivar/ 17/ Centro ,189.000 €,50 m²,4ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/embajadores-lavapies/165177816/d?from=list
Dúplex de 103 m² con ascensor en Vicálvaro ,309.000 €,103 m²,1ª Planta,2 baños,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-trastero-ascensor-parking-no-amueblado/165130063/d?from=list
Piso de 320 m² con ascensor en Ciudad Lineal ,1.550.000 €,320 m²,6ª Planta,4 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina/165007433/d?from=list
Piso de 33 m² con aire acondicionado en Calle de Valencia/ Centro ,175.000 €,33 m²,2ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/164184868/d?from=list
Piso de 43 m² con balcón en Tablada/ Tetuán ,169.000 €,43 m²,1ª Planta,1 baño,1 hab.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/165540993/d?from=list
Piso de 62 m² con terraza en Víctor de la Serna/ Chamartín ,380.000 €,62 m²,4ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/165418660/d?from=list
Piso de 92 m² con terraza en Toledo/ Centro ,365.000 €,92 m²,3ª Planta,2 baños,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/165409454/d?from=list
Piso de 94 m² con ascensor en Walia/ Retiro ,380.000 €,94 m²,5ª Planta,1 baño,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/165415715/d?from=list
Piso de 50 m² con 1 baño en Paseo de Santa María de la Cabeza/ Carabanchel ,155.000 €,50 m²,Sin información,1 baño,2 habs.,Calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/164114357/d?from=list
Piso de 40 m² con 1 baño en Calle de Peñuelas/ Arganzuela ,160.000 €,40 m²,3ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/acacias/165583445/d?from=list
Piso de 38 m² con 1 baño en Calle de Cabello Lapiedra/ Latina ,123.000 €,38 m²,1ª Planta,1 baño,1 hab.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/puerta-del-angel/165270047/d?from=list
Piso de 105 m² con balcón en Tetuán ,480.000 €,105 m²,2ª Planta,2 baños,5 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/165079908/d?from=list
Piso de 85 m² con ascensor en San Blas ,310.000 €,85 m²,4ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor-piscina/165573954/d?from=list
Piso de 67 m² con aire acondicionado en Calle del Río de la Plata/ Puente de Vallecas ,127.000 €,67 m²,1ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/165230840/d?from=list
Piso de 87 m² con ascensor en Tetuán ,300.000 €,87 m²,Bajos,2 baños,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/165431608/d?from=list
Piso de 67 m² con ascensor en De Hortaleza/ Centro ,358.000 €,67 m²,5ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/164954355/d?from=list
Piso de 80 m² con aire acondicionado en Calle de la Corredera Baja de San Pablo/ Centro ,330.000 €,80 m²,2ª Planta,2 baños,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-amueblado-television-se-aceptan-mascotas/164709904/d?from=list
Piso de 122 m² con ascensor en Calle de Modesto Lafuente/ Chamberí ,750.000 €,122 m²,Entresuelo,3 baños,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/165183057/d?from=list
Piso de 95 m² con terraza en San Blas ,296.000 €,95 m²,2ª Planta,2 baños,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/164905376/d?from=list
Piso de 75 m² con ascensor en Calle de Ezequiel Solana/ Ciudad Lineal ,300.000 €,75 m²,1ª Planta,2 baños,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/165095347/d?from=list
Piso de 52 m² con 1 baño en La Alberca de Záncara/ Carabanchel ,124.000 €,52 m²,Sin información,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/puerta-bonita/165249220/d?from=list
Piso de 98 m² con terraza en Usera ,169.000 €,98 m²,7ª Planta,2 baños,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/165223888/d?from=list
Piso de 242 m² con terraza en Chamartín ,1.690.000 €,242 m²,2ª Planta,3 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza-trastero-ascensor-parking-piscina/165216542/d?from=list
Piso de 60 m² con ascensor en Calle de Bravo Murillo/ Tetuán ,252.000 €,60 m²,3ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/165042035/d?from=list
Piso de 200 m² con ascensor en Chamberí ,1.200.000 €,200 m²,2ª Planta,4 baños,5 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-ascensor/163581965/d?from=list
Piso de 75 m² con terraza en Vicálvaro ,160.000 €,75 m²,2ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-no-amueblado/164787259/d?from=list
Sin título,Sin información,Sin información,Sin información,Sin información,Sin información,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.eshttps://track.adform.net/C/?bn=56498395
Piso de 50 m² con terraza en Alejandro Sanchez/ Carabanchel ,136.000 €,50 m²,3ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza/165314452/d?from=list
Estudio en María Encinas/ 10/ Puente de Vallecas ,99.000 €,101 m²,Sin información,1 baño,Sin información,Calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-parking/164737989/d?from=list
Piso de 117 m² con ascensor en Ibiza/ Retiro ,685.000 €,117 m²,3ª Planta,2 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/165323925/d?from=list
Piso de 113 m² con ascensor en Calle de Faustina Peñalver/ Ciudad Lineal ,430.000 €,113 m²,6ª Planta,2 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/164369078/d?from=list
Piso de 72 m² con ascensor en De Atocha/ Centro ,360.000 €,72 m²,4ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-patio/164846919/d?from=list
Piso de 144 m² con ascensor en De Colombia/ Chamartín ,750.000 €,144 m²,1ª Planta,2 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-ascensor-no-amueblado/164772888/d?from=list
Piso de 50 m² con 1 baño en Santa Amalia/ Puente de Vallecas ,128.000 €,50 m²,Sin información,1 baño,3 habs.,Calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/165357256/d?from=list
Piso de 160 m² con ascensor en De San Francisco de Sales/ Chamberí ,965.000 €,160 m²,6ª Planta,2 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor-patio/165451797/d?from=list
Loft de 126 m² con ascensor en San Romualdo/ San Blas ,250.000 €,126 m²,6ª Planta,1 baño,1 hab.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/163833946/d?from=list
Piso de 109 m² con ascensor en Calle de Albadalejo/ San Blas ,440.000 €,109 m²,2ª Planta,2 baños,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-zona-comunitaria-ascensor-piscina/164391877/d?from=list
Piso de 67 m² con terraza en Puente de Vallecas ,97.000 €,67 m²,1ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza/165306155/d?from=list
Piso de 84 m² con terraza en Albaida/ San Blas ,210.000 €,84 m²,1ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-ascensor/163272512/d?from=list
Piso de 117 m² con ascensor en Poza de la Sal/ Villa de Vallecas ,419.000 €,117 m²,3ª Planta,2 baños,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-ascensor-piscina/163214085/d?from=list
Ático de 79 m² con terraza en Calle de Barbieri/ Centro ,425.000 €,79 m²,4ª Planta,1 baño,1 hab.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza/161814554/d?from=list
Piso de 65 m² con ascensor en Calle de San Bernardo/ Centro ,365.000 €,65 m²,2ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/164113894/d?from=list
Piso de 151 m² con ascensor en Gran Vía/ Centro ,1.600.000 €,151 m²,9ª Planta,2 baños,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-ascensor-amueblado-piscina/164877102/d?from=list
Piso de 97 m² con terraza en Marcelino Camacho/ Carabanchel ,228.000 €,97 m²,2ª Planta,1 baño,4 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/165142329/d?from=list
Estudio de 20 m² con 1 baño en De Los Cabestreros/ Centro ,108.000 €,20 m²,2ª Planta,1 baño,Sin información,Calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-patio-amueblado/165418215/d?from=list
Piso de 69 m² con 1 baño en Calle Pablo Montesinos/ Carabanchel ,240.000 €,69 m²,1ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-isidro/165600588/d?from=list
Planta baja de 52 m² con 1 baño en Ronda de Atocha/ Arganzuela ,187.000 €,52 m²,Sin información,1 baño,1 hab.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/palos-de-moguer/165591168/d?from=list
Piso de 83 m² con terraza en Albufera/ Puente de Vallecas ,194.480 €,83 m²,3ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza/164922784/d?from=list
Planta baja de 86 m² con terraza en Príncipe de Vergara/ Chamartín ,400.000 €,86 m²,Sin información,1 baño,3 habs.,Sin calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-patio/164593236/d?from=list
